细胞 移植 或 直接 诱导
同时 也 发现 ， 仅
， 依然 可以 促进 小
Blank Blank 说明 INF -
- γ 可以 加强 LPS
Blank Blank 当 小 胶质
依然 能在 一定 的 时间 内
Blank 这 可以 解释 脊髓
下 ， 可以 分别 向
但 他们 是否 具有 相同
需 进一步 研究 。 Blank
芽孢 具有 极 强 的
能力 ， 可以 抵御 121
破伤风 的 可能 [ 6
特效 药物 可以 在 毒素
亲和力 ， 可以 中和 毒素
抗体 的 相对 稳定性 ，
原核 表达 显示 ， 27G-scdsFv
了 纯度 较 高 的
未 见 明显 絮状 沉淀
纯化 后 可 获得 5
其 亲和力 较 27G-scFv 略
较 27G-scFv 略 有 提高
Blank Blank 相对 稳定性 则
稳定性 则 明显 增强 :
活 温度 较 27G-scFv 提高
27G-scFv 提高 近 10 ℃
活性 仍 比较 稳定 。
细胞 表面 呈现 的 GT1b
该 原理 可以 在 体外
Blank Blank 将 27G-scdsFv 与
聚焦 结果 显示 ， 27G-scdsFv
， 27G-scdsFv 可以 明显 抑制
27G-scdsFv 可以 明显 抑制 TeNT-Hc
保持 了 很 好 的 体外
的 建立 将 为 破伤风
以及 相关 研究 工作 提供
一 个 常见 的 病因 仍
的 病因 仍 不 清楚 的 疾病
方法 不 能 满足 骨
迫切 需要 探索 新 的
知 被 许多 抑制剂 所
在 本 研究 证明 SOCS
本 研究 证明 SOCS 蛋白
细胞 对 各 种 细胞 因子
的 下调 明显 与 酪氨酸
在 本 研究 中 ，
， 没有 观察 到 在
患者 SOCS1 或 SOCS3mRAN 水平
体内 的 研究 显示 在
的 研究 显示 在 OA
IL-1R α 能 调节 炎性
炎性 介质 很 明显 可以
介质 很 明显 可以 作为
很 明显 可以 作为 一
在 本 研究 中 ，
， 这 表明 在 OA
因子 模型 显示 SOCS1 和
活性 ， 表示 细胞 因子
结果 ， 显示 短期 暴露
细胞 因子 明显 导致 SOCS
， 我们 证明 了 在
这些 结果 表明 在 OA
， 也 意味 着 SOCS2 和
其 机制 可能 为 OA
病毒 载体 或 纳米 技术
表达 SOCS2 或 CIS-1 ，
CIS-1 ， 可能 具有 治疗
， 已经 证实 内质网 应
证实 内质网 应 激对 细胞
牙周膜 中 最 常见 的 细胞
， 其 主要 功能 是
， HPDLF 可以 横向 分化
成骨 细胞 或 成牙骨质 细胞
Blank 本 研究 首次 证明
研究 首次 证明 LPS 作用
HPDLF 后 可以 上调 HPDLF
水平 ， 提示 LPS 可以
提示 LPS 可以 体外 诱导
6 ] 研究 表明 LPS
] 研究 表明 LPS 作用
后 同样 可以 诱导 以
Blank 既往 研究 表明 ，
既往 研究 表明 ， LPS
9 ] 证实 内质网 应激
XBP1 活化 可以 下调 视
本 实验 发现 LPS 不仅
LPS 不仅 可以 增加 HPDLF
， 还 可以 促进 XBP1
为 内质网 应 激在 炎症
的 实验 依据 ， 也
0.1μg/mL ） 可以 诱导 GRP
却 不 能 上调 促
水平 ， 说明 在 低
下 细胞 可 通过 UPR
10-11 ] 发现 低 浓度
单核 巨噬细胞 可以 抑制 CHOP
Blank 本 研究 中 较
研究 中 较 高 浓度
表达 水平 明显 增高 ，
增高 ， 表明 细胞 内质网
失衡 并 可能 诱发 ER
我们 并没有 观察 到 细胞凋亡
12 ] 报道 相 一致
] 也 证明 牙周膜 成纤维
Blank 既往 研究 亦 表明
研究 亦 表明 CHOP 的
因此 ， 推测 本 实验
水平 上调 有 可能 参与 了
以往 的 研究 显示 ，
的 研究 显示 ， 3
] 的 研究 使用 的
] 的 研究 由于 在
使得 这些 研究 都 是
在 使用 较 低 分辨率
上 ， Uematsu 等 认为 两 种
良 恶性 评估 差异 均
] 使用 较 高 分辨率
数据 的 研究 也 认为
研究 也 认为 ， 3
Blank Blank 近年 来 ， 随着
数据 日益 广泛 的 应用于 临床
等 的 研究 证实 ，
的 研究 证实 ， 最
证实 ， 最 大 空间
识别 率 明显 优于 100
CDMAM3.4 ） 评估 不同 分辨率
在 应用 各 种 软 阅读
细节 的 显示 作用 ，
） 来 比较 5 M
差异 ， 研究 结果 除了
阅读 技术 能 显著 提高
细节 的 显示 作用 。
Blank 本 研究 结果 表明
研究 结果 表明 ， 在
的 检出率 明显 高于 3
先期 的 研究 结果 相似
研究 结果 相似 [ 9
] 的 研究 结果 相同
Blank Blank 说明 对 高分辨率
M 显示器 可 通过 对微
显示器 就 能 满足 诊断
Blank 而 一些 采用 较
一些 采用 较 高 分辨率
M 显示器 能 更 好
好 地 显示 高分辨率 数据
Groucho/TLE 家族 主要 是 通过
早期 的 研究 表明 ，
的 研究 表明 ， Aes
， Aes 能够 通过 调节
Aes 的 报道 较 少
的 报道 较 少 ，
的 作用 尚 不 明确 。 Blank
Blank 有 研究 发现 ，
有 研究 发现 ， 在
， Aes 能 与 线粒体
] ， 近期 的 研究
近期 的 研究 表明 ，
的 研究 表明 ， Aes
表达 缺失 可能 是 导致
Blank Aes 是否 在 肝癌
作用 目前 尚 不 清楚 。 Blank
Blank 本 研究 首先 检测
水平 ， 发现 无论是 mRNA
mRNA 水平 还是 蛋白 水平
中 都 比较 低 ，
中 Aes 过 表达 ，
， 结果 发现 Aes 能够
发现 Aes 能够 在 细胞核
Blank Blank 根据 文献 报道 ， Aes
细胞核 内 可以 募集 转录
点状 浓积 可能 是 Aes
因子 ， 是否 在 行使
功能 还 有待 进一步 研究 。 Blank
转入 Aes 能够 明显 抑制
Aes 能够 明显 抑制 肝癌
迁移 ， 在 一定 程度 上 逆转 肿瘤
Blank 以往 研究 证明 ，
以往 研究 证明 ， Aes
， Aes 能够 抑制 结肠癌
迁移 有 很 大 联系 ，
表达 下调 将 会 抑制 NF
此 种 推断 尚 需要
的 实验 证实 。 Blank
总之 ， 研究 Aes 在
作用 ， 能够 为 肝癌
应用 范围 最 广 的
， 其 能够 定位 精确
， 并 能 引导 到
到 位置 较 深 的
肺部 病灶 或 纵隔 肿物
肿物 ， 可以 清楚 显示
可以 清楚 显示 病灶 与
是 不 能 手术 的
确诊 的 主要 手段 之一
， 不仅 能 解决 定性
Blank 本 研究 采用 这
进行 了 一些 优化 和
检查 不 能 确诊 的
， 本 研究 结果 表明
研究 结果 表明 ， 胸部
Blank 本 研究 表明 ，
本 研究 表明 ， 虽然
遇到 病灶 比较 小 ，
， 进行 多 次 穿刺 或
次 穿刺 或 增加 进针
细胞学 检测 可以 部分 满足
检测 可以 部分 满足 临床
Blank 本 研究 结果 显示
研究 结果 显示 ， 穿刺
以往 的 研究 提示 肺
的 研究 提示 肺 穿刺
原因 之一 主要 在于 纵隔
， 本 研究 结果 证实
研究 结果 证实 对空 洞型
Blank Blank 研究 中将 病灶
但 仍 提示 当 病灶
仍 提示 当 病灶 直径≤1cm
， 在 文献 报道 水平 范围
胸部 穿刺术 最 常见 的 并发症
Blank 本 研究 气胸 和
， 与 文献 报道 的 数据
数据 分析 发现 进针 深度
， 呈 明显 的 正相关
同样 呈 明显 的 正相关
因此 ， 提示 今后 在
针 深度 如果 > 2.5cm
> 2.5cm 或者 病灶 至
重视 ， 尽量 避免 并发症
检测 和 观察 。 Blank
死亡 的 主要 疾病 之一
难于 早期 发现 以及 肿瘤
进入 血液 或者 淋巴循环 ，
在内 的 许多 恶性 肿瘤
肿瘤 中 被 发现 ， 可
发现 ， 可 引起 细胞
相比 ， 多 种 胃癌 组织
增强 ， 显示 了 Src
Blank 本 研究 通过 Westernblot
Westernblot 实验 可以 明显 看到
实验 可以 明显 看到 Src
后 ， 可 显著 地
我们 以此 考察 Src 酪氨酸
能力 ， 表明 了 Src
为了 进一步 探讨 Src 酪氨酸
本 实验 研究 了 某些
和 极性 十分 重要 。
而 在 大多数 肿瘤 组织
组织 中 显示 低 表达
， 甚至 显示 表达 缺失
表达 强度 往往 随着 肿瘤
Blank 而 将 E-cadherin 基因
侵袭性 降低 或 消失 。
Blank 本 研究 中 通过
方法 ， 发现 抑制 Src
结果 也 表明 抑制 Src
激酶 活性 可 增加 胃癌
上述 结果 表明 ， Src
的 影响 可能 与其 可改变
在 人类 许多 肿瘤 中
中 均 发现 了 MMP
MMP 的 过度 表达 和
活化 ， 被 认为 与 肿瘤
MMP 也 可 通过 水解
来 调节 各 种 与 肿瘤
和 MMP-9 被 认为 是 胃癌
胃癌 中 主要 的 蛋白
Blank 本 研究 发现 ，
本 研究 发现 ， 抑制
激酶 活性 可 显著 降低
表达 ， 表明 Src 酪氨酸
增加 后 可 提高 肿瘤
其 突破 各 种 屏障 以及
均 发挥 十分 重要 的
Blank 本 研究 抑制 Src
激酶 活性 可 显著 降低
表达 ， 表明 Src 酪氨酸
酪氨酸 激酶 可 通过 增加
， 也 可能 增加 肿瘤
表达 是 多 水平 严格
Blank Blank 研究 表明 ，
Blank 研究 表明 ， Src
酪氨酸 激酶 可 通过 活化
组成 ， 可以 调控 多种
可以 调控 多种 肿瘤 相关
细胞 中 多 种 生理 过程
异常 激活 可 导致 一
Blank 本 研究 结果 显示
研究 结果 显示 ， Src
的 抑制 可 降低 转录
活性 ， 表明 Src 酪氨酸
的 特性 可能 都 来自于
其 机制 可能 为 Src
酪氨酸 激酶 可 调节 Ras/MEK/ERK
转录 因子 可 进入 细胞
酪氨酸 激酶 可以 作为 胃癌
方面 发挥 十分 重要 的
本 课题 主要 探讨 Src
课题 主要 探讨 Src 酪氨酸
中 未 评估 Src 酪氨酸
作用 的 报道 ， 我们
报道 ， 我们 认为 ， Src
侵袭 能力 可能 通过 两方面
； 另一方面 可能 是 通过
机制 还 有待 进一步 研究 。 Blank
的 实验 研究 Blank Blank
放射 损伤 主要 由于 放射
机制 目前 主要 有 细胞
自由基 等 几 种 学说 [
] ， 认为 其靶 细胞
Blank Blank Rubin 等 认为 放射性 损伤
而 是 多 细胞 通过
和 临床 研究 [ 1
1 ] 证实 ， 与
细胞 因子 主要 包括 促进
Blank Blank Anscher 等 报道 TGF-β 在
Blank TGF-β 可 促使 成
mRNA 增加 最 显著 。
目前 TGF-β 被 认为 促进 胶原
沉积 的 主要 细胞 因子
Blank Blank Vujaskovic 等 认为 ， TGF
对 射线 最 敏感 的
照射 后 可 出现 放射性
损伤 ， 研究 发现 大鼠
， 研究 发现 大鼠 在
的 60Co 或 X 射线
图像 上 表现 出 明显 变化
表现 出 明显 变化 ，
变化 ， 提示 发生 肺
从 4400 多 种 化合物 中
损伤 有 较 大 防护
在 体内 可以 继续 被
半衰期 都 很 短 。
动物 试验 表明 ， 注射
保护剂 ， 能够 通过 抑制
与 临床 研究 中 均
均 已 显示 出 其
阿米福汀 对 急性 肺 放射
机理 目前 认为 包括 ：
剂 ， 可以 减少 放射
Vujaskovic 等 发现 阿米福汀 可以
发现 阿米福汀 可以 减少 巨噬细胞
阿米福汀 也 能 减少 TGF-β1
TGF-β1 的 含量 与 表达
阿米福汀 也 可 降低 上述
进行 了 研究 观察 ，
了 研究 观察 ， 发现
观察 ， 发现 阿米福汀 对
大鼠 的 急性 放射性 肺
均 有 明显 的 保护
Blank Blank 冯勤付 等 报道 ， 在
， 也 能 增加 肺
TGF-β1 的 含量 与 表达
本 次 研究 采用 了
单 侧 部分 肺 组织
同时 也 观察 了 同等
Blank Blank 研究 发现 ，
Blank 研究 发现 ， 常规
频率 增加 较 用药 组
用药 组 明显 。 Blank
增加 程度 较 使用 药物
呼吸 增加 明显 ， 呼吸
延长 ， 提示 对照 照射
照射 组 较 用药 照射
出现 了 明显 的 呼吸
单次 照射 部分 中 ，
增加 程度 明显 ； 用药
波动 在 较 高 水平
结果 均 提示 阿米福汀 在
组化 染色 显示 ， 照射
单次 照射 部分 中 对照
肺 纤维化 明显 ， 其
纤维化 程度 明显 高于 照射
常规 照射 部分 也 显示
部分 也 显示 对照 照射
Blank 结果 显示 在 放射
弱 ， 提示 对 放射性
也 有 一定 的 保护 作用
检测 也 显示 在 常规
单次 照射 部分 中 ，
由于 本次 研究 条件 所限
机器 测量 可能 会 造成 测量
测量 存在 一定 误差 。
， 阿米福汀 显示 了 对
照射 组 明显 下降 ，
阿米福汀 存在 一定 的 胃肠道 反应
Blank Blank 说明 阿米福汀 在
组织 免受 或 少 受
也 存在 一定 的 不良 反应
Blank 本 研究 显示 ，
本 研究 显示 ， 在
剂量 照射 部分 和 常规
常规 照射 部分 ， 阿米福汀
， 阿米福汀 可以 改善 大鼠
应用 阿米福汀 会 带来 一定
会 带来 一定 的 不良 反应
及其 机制 研究 Blank Blank
宫颈癌 是 最 常见 的 妇科
， 尽管 近年 来 临床 治疗
取得 了 很 大 进展 ，
死亡率 仍然 很 高 。
是 宫颈癌 研究 的 难题
宫颈癌 的 研究 热点 之一
化合物 ， 近年 来 其 抗癌
Blank 本 研究 证了实 白桦
细胞 有 明显 的 生长
、 细胞 急剧 变小 、
致密 浓染 或 呈碎 块状
减少 ， 表明 白桦 脂酸
白桦 脂酸 可 诱导 HeLa
PS 外翻 被 认为 是 细胞
凋亡 最为 明显 的 标志
标志 ， 很多 学者 通过
凋亡 进行 研究 [ 12
蛋白 ， 能 与 细胞凋亡
它 不 能 透过 完整
， PI 能够 透过 细胞膜
Blank 本 研究 用 Annexin
与 对照组 比较 ， 差异
， 结果 显示 ， 白桦脂
白桦脂 酸 可 体外 诱导
在 体内 大量 存在 ，
一 个 非常 重要 的
Blank Blank 近年 来 对 CytoC
过程 的 研究 。 Blank
间隙 的 相对 分子 质量
， 不 能 通过 外膜
Blank 本 研究 采用 Westernblot
与 对照组 比较 均 明显
比较 均 明显 增强 ，
增强 ， 表明 白桦 脂酸
白桦 脂酸 可 促进 CytoC
细胞凋亡 的 可能 机制 之一
白桦脂 酸 可以 抑制 人
作用 机制 可能 与 上调
肿瘤 实验 研究 Blank Blank
我 国 常见 泌尿 系
灌注 化疗 或 免疫 治疗
Blank 即便 如此 ， 复发
进展 仍然 很 难 控制
本身 还 会 诱发 局部
诱发 局部 或 系统 的
药物 不 能 满足 临床
剂 ， 可 同时 与
细胞 的 主要 组织 相容性
的 T细胞 大量 增殖 并
并 释放 大量 的 细胞 因子
从而 对 多 种 肿瘤 细胞
是 当前 研究 最 广泛
当前 研究 最 广泛 的
研究 最 广泛 的 一 种
已 有的 研究 结果 显示
研究 结果 显示 ： SE
体内 ， 还是 膀胱 灌注
仅 有 很少 一 部分
很少 一 部分 膀胱 肿瘤
同样 也 会 对 正常
细胞 造成 严重 的 不良
仍 存在 较大 限制 。
鉴于 本 研究 前期 的
实验 已经 证实 单抗 靶向
抗原 SEA 可 显著 增强
， 本 研究 旨在 验证
研究 旨在 验证 其 在
Blank Blank 考虑 所 用
又 旨在 探讨 超 抗原
灌注 治疗 可 显著 降低
实验 最终 设想 将 制备
最终 设想 将 制备 的
前期 的 研究 结果 [
] ， 考虑 到 ：
显著 小于 常见 皮下 移植瘤
瘤径 大小 可能 存在 较
可能 存在 较 大 系统
应用 即可 较 好 地
， 因而 可以 高分辨 地
Blank 最新 研究 结果 显示
研究 结果 显示 ， 超
抑瘤 效应 可能 部分 是
效应 可能 部分 是 通过
膀胱癌 的 可能 机制 ，
等 的 研究 类似 。
Blank Blank 提示 单抗 靶向
效应 ， 可能 与其 进一步
分子 机制 有待 进一步 的
的 深入 研究 。 Blank
Blank 新近 研究 表明 ，
新近 研究 表明 ， 降糖
药 二甲双胍 可 抑制 多
可 抑制 多 种 肿瘤 细胞
化疗 药物 可 显著 增强
Blank Blank 研究 证实 ，
Blank 研究 证实 ， 在
， 二甲双胍 能 显著 抑制
Blank 临床 研究 发现 ，
临床 研究 发现 ， 服用
的 基础 研究 较 少
基础 研究 较 少 ，
水平 着手 研究 二甲双胍 能否
研究 二甲双胍 能否 对 胰腺癌
Blank 本 研究 发现 二甲双胍
本 研究 发现 二甲双胍 干预
蛋白 表达 明显 降低 ，
Blank 本 研究 还 应用
， 结果 显示 以 20.mmo/L
减少 ， 表明 二甲双胍 可以
表明 二甲双胍 可以 通过 下调
家族 蛋白 被 认为 是 最
认为 是 最 重要 的
中 占 主要 地位 的
Caspase-3 则 可以 减少 细胞
在 本 研究 中 ，
均 无 明显 差异 ，
Blank Blank 提示 二甲双胍 对
Blank Blank 近年 研究 发现
Blank 近年 研究 发现 ，
近年 研究 发现 ， 二甲双胍
， 二甲双胍 主要 是 通过
糖尿病 的 研究 中 证实
研究 中 证实 ， 其
， 其 主要 是 通过
结肠癌 等 研究 发现 ，
等 研究 发现 ， 二甲双胍
在 本 研究 中 ，
表达 无 明显 增加 ，
增加 ， 说明 二甲双胍 对
表达 无 明显 影响 ，
具体 机制 有待 进一步 研究 阐明 。
物 的 研究 中 ，
促进 细胞凋亡 往往 同时 发生
在 本 研究 中 ，
的 干预 可能 主要 通过
干预 可能 主要 通过 抑制
并不 产生 明显 影响 。
的 机制 主要 与 阻滞
二甲双胍 作为 较 安全 的
的 临床 常 用药 ，
值得 进一步 研究 ， 本
， 本 研究 为 探讨
研究 为 探讨 二甲双胍 治疗
的 实验 依据 。 Blank
Blank 本 研究 在 积极
在 积极 探索 简便 易行
非 损伤 可 视 外源
） ， 证实 这些 鼠
， 本 研究 初步 建立
非 损伤 可 视 外源
该 方法 有望 替代 PCR
导入 带来 诸多 不便 ；
时 ， 往往 从 报告
无细 胞 或 无 组织
报告 小鼠 主要 为 单
极强 、 可 精确 定量
组织 穿透 能 力强 等
和 穿透 能 力弱 等
多样 、 观察 直观 和
对于 不同 研究 ， 应
研究 ， 应 根据 生物
， 应 根据 生物 发光
Blank 为 将 生物 发光
实验 来 研究 造血 重构
实时 和 可 视化 体内
、 mRFP 或 Luc ）
无细 胞 或 无 组织
需 花费 较 长 时间
成功 建立 将 为 相关
为 相关 研究 提供 双
标记 的 各 种 移植 用
细胞 有助于 将 生物 发光
移植 细胞 较 单 报告
、 RFP 或 Luc ）
平时 ， 可以 根据 其
， 可以 根据 其 细胞
， 又 可以 利用 其
有利于 实验 研究 。 Blank
， 本 研究 成功 建立
该 小鼠 将 为 相关
为 相关 研究 （ 如
标记 的 各 种 移植 用
细胞 有助于 将 生物 发光
实时 和 可 视化 体内
直 肠癌 主要 通过 手术
是 不 可 缺少 的
化疗 不仅 能 使 原发
而且 还 能 减少 术后
是 患者 主要 的 死亡
无 既 能 达到 疗效
中 存在 许多 天然 活性
化合物 对 多种 肿瘤 具有
Kuttan 首次 提出 姜黄 素
姜黄 素 可能 具有 抗
后来 在 多 种 动物 模型
中 ， 发现 姜黄素 还
姜黄素 还 能 抑制 肿瘤
安全 剂量 可 高达 10.g
中 未 发现 其 剂量
临床 试验 证明 为 一
研究所 也 将 它 列为
， 首 过 消除 现象
消除 现象 明显 [ 27
的 衍生物 能 有效 提高
效能 ， 有望 成为 抗结
， 前期 研究 发现 此
前期 研究 发现 此 类
H157 等 多 株 肺癌
的 十分之一 左右 。 Blank
] 也 发现 ， 姜黄
及 GO-Y030 能 将 姜黄
GO-Y030 能 将 姜黄 素
Blank 本 研究 结果 表明
研究 结果 表明 ， 姜黄素
及其 衍生物 能 抑制 Lovo
种 衍生物 明显 强于 母体
效应 已 基本 达到 最大
力 影响 不 大 。 Blank
素 衍生物 之间 差异 无
， 本 研究 通过 细胞
凋亡 实验 证实 了 在
及 衍生物 能 影响 癌细胞
结果 也 表明 ， 在
信息 传入 或 胞 间
通讯 ， 若 参与 此
细胞 因子 或 分子 发生
， 则 可能 导致 肿瘤
素 之所以 能 抑制 肿瘤
， 与其 能 作用 于
细胞 内 多 种 信号 转导
一 种 能 与 免疫
κ B 能 抑制 凋亡
Blank 本 研究 就 姜
了 初步 探讨 。 Blank
Blank 结果 提示 姜黄 素
尚需 进一步 研究 。 Blank
姜黄素 ， 有望 成为 新型
性别 的 研究 Blank Blank
此 项 研究 的 结果
的 结果 显示 ， 肺癌
腺癌 是 主要 的 病理
男性 患者 最 常见 的 病理
患者 病灶 明显 < 男性
、 MVV 明显 好于 男性
病史 、 是否 有 初
中 ， 主要 的 预后
预后 因素 还是 病理 、
的 差异 可以 解释 为何
Blank Blank 众所周知 吸烟 是
肺癌 的 主要 病因 ，
然而 本 研究 中 仅
ETS ） 可能 是 引起
已 有 研究 证实 ETS
有 研究 证实 ETS 与
不同 ， 一些 致癌物 （
] ， 估计 ETS 导致
Blank Blank Sakurai 等 报道 腺癌 占
腺癌 占 可 切除 女性
90% ， 多 为 外周型 的
台湾 的 研究 发现 女性
的 研究 发现 女性 病理
Blank 本 研究 的 结果
与 之 颇为 接近 ，
之 颇为 接近 ， 女性
吸烟 且 多 为 直接 吸入
Blank 本组 研究 中 男性
肺癌 比例 明显 高于 女性
切除 率 明显 增高 ，
另外 本 研究 结果 显示
研究 结果 显示 男性 患者
肺 功能 明显 差于 女性
吸烟 和 较 差 的
突变 更 常见 [ 7-9
Blank Blank 研究 发现 尽管
Blank 研究 发现 尽管 女性
与 男性 相似 。 Blank
等 也 发现 吸烟 的
p53 突变 明显 高于 非
， 并 多 与 腺癌
， 这 可能 与 位于
倍 ， 提示 恶性 细胞
Blank Blank 研究 发现 早期
Blank 研究 发现 早期 绝经
肺癌 风险 明显 升高 ，
Blank Blank Sakurai 等 报道 女性 腺癌
在 非腺癌 之间 性别 生存
敏感性 也 明显 好于 鳞癌
Blank 本 研究 中 女性
66.4% ， 明显 多于 男性
吸烟率 、 较 好 的
后 更 多 接受 化疗
Blank 本 研究 多 因素
本 研究 多 因素 回归
回归 分析 显示 ， 在
肺癌 中 主要 的 预后
预后 因素 还是 病理 、
， 这 在 一定 程度 上 解释 了
， 性别 可能 是 可切除
序列 分析 显示 Zimp7 含有
含有 一 高度 保守 的
Blank 基础 研究 的 证据
的 证据 显示 ， Zimp7
， Zimp7 能 与 AR
分析 后 发现 ， Zimp7
， 这些 提示 Zimp7 蛋白
功能 陆续 被 报道 ， 例如
在 B细胞 急性 淋巴 细胞
与 ABL1 之间 存在 （
10 蛋白 能够 诱导 小鼠
， 已经 证实 的 是
辅助 因子 可能 激活 AR
] ， 提示 Zimp7 作为
辅助 因子 可能 在 前列
， 并 可 作为 早期
Blank 本 研究 结果 显示
研究 结果 显示 ， Zimp7
高于 以往 文献 报道 中 血清
] ， 预示 着 其 可能
着 其 可能 是 前列
男性 中 最 常见 的 恶性
前列 腺癌 主要 接受 以
， 其中 约 90% 的
后 均 将 转变 为
却 不 能 明显 提高
不 能 明显 提高 这
个 月 左右 [ 14-15
年 生存率 接近 100% [
Blank Blank 可以 看到 ，
在于 早期 发现 局限型 前列
Blank 本 研究 结果 显示
研究 结果 显示 ， 在
转录 水平 明显 上调 ，
， 进一步 提示 Zimp7 可能
提示 Zimp7 可能 是 前列
Blank 在 评价 Zimp7 与
病理 资料 之间 关系 时
， 本 研究 发现 Zimp7
本 研究 发现 Zimp7 与
Gleason 评分 之间 无 显著
一 事实 可能 是 导致
生物 标志物 之间 无 显著
资料 才 能 最终 确定
Gleason 评分 之间 的 关系
， 我们 发现 Zimp7 表达
血清 PSA 之间 亦 无
病理 资料 之间 的 联系
在 整个 研究 群体 与
4~10.ng/mL 的 研究 群体 之间
研究 群体 之间 没有 显著
一 结果 表明 Zimp7 表达
Blank 既往 探索 前列 腺癌
的 国内外 研究 显示 ，
