发展中 的 研究 现状 作
有 男性化 表现 。 Blank
出现 卵巢 明显 增大 ，
无论 伴 或 不 伴有
， 均 应 首先 考虑
应 首先 考虑 到 本
术 中 可 做 活检
切除 卵巢 或 过早 终止
妊娠 等 过度 治疗 。
谱 的 研究 Blank Blank
打靶 模型 证实 ， K-ras
基因 失活 可 促使 PanIN
基因 表达 将 如何 改变
， 目前 尚 不 清楚 。 Blank
谱 芯片 研究 Smad4 基因
表达 的 部分 基因 进行
荧光 定量 多 聚 酶链
Real-timePCR ） 验证 。 Blank
Blank Real-timePCR 验证 差异 表达
Blank Blank 结论 ： Smad4
PIK3C2G 基因 可能 与 胰腺
TIMP4 基因 可能 与 胰腺
表达 高低 可能 与 胰腺
中 发病率 较 高 的
然而 放疗 常 因 射线
组织 损伤 或 肿瘤 对
Blank 本 研究 旨在 探讨
研究 旨在 探讨 甘氨双唑钠 （
细胞 作为 研究 对象 ，
曲线 ， 得出 放射 生物学
双 染 比较 不同 放射
黏附 细胞 数 显著 增高
黏附 细胞 数 差异 无
黏附 细胞 数 显著 增高
黏附 细胞 数 差异 有
Blank Blank 结论 ： CMNa
细胞 有 明显 的 放射
其 机制 可能 与 促进
， 并 可能 改变 Tca-8113
： 血小板 能够 与 进入
其 机制 是否 涉及 血小板
细胞 黏附 还 不 清楚 ， 而且
缺氧 环境 是否 也 具有
促进 作用 尚 不 明确 。 Blank
Blank 本 研究 分析 血小板
方法 ： 将 血 小板
血管 上 观察 体内 血小板
后 也 明显 增强 与
， 并且 可以 被 抗
预温 育 可 明显 增加
育 可 明显 增加 肿瘤
， 并且 可以 被 抗
共聚焦 显微镜 显示 ， 血小板
和 LSEC 之间 ， 介导
动物 实验 证实 ， 与
， 并 可以 被 缺血
Blank Blank 结论 ： 血小板
黏附 作用 可以 被 缺氧
治疗 不 能 手术 切除
差 ， 近 20 年
Blank 不 能 手术 切除
通过 对不 能 手术 切除
分析 ， 探讨 介入 化疗
及 Cox 多 因素 分析
次数 、 是否 联合 放疗
放疗 、 是否 选用 吉
中 ， 多次 介入 者
的 MST 较 单次 介入
的 MST 较 单纯 介入
的 MST 较 其他 方案
Blank Blank 多 因素 分析
因素 分析 显示 ， 介入
联合 放疗 可以 使 全
Blank Blank 结论 ： 对于
对于 不 能 手术 的
结肠 癌细胞 多 药 耐
药 的 研究 Blank Blank
： 肿瘤 多 药 耐药
COX-2 ） 过 表达 与
与 肿瘤 多 药 耐
其 引起 多 药 耐
作用 机制 尚 不 清楚 。 Blank
Blank 本 研究 通过 调节
结肠癌 HCT8/V 多 药 耐药
， 以 探讨 COX-2 对
结肠 癌细胞 多 药 耐药性
细胞 和 多 药 耐药
方法 检测 多 药 耐
HCT8/V 对 多 种 化疗药 具有
表达 水平 明显 高于 HCT8
感染 COX-2 过 表达 慢
Blank Blank 结论 ： COX-2
结肠 癌细胞 多 药 耐药
抑制 COX-2 过 表达 对于
逆转 结肠癌 多 药 耐
细胞凋亡 的 比较 研究 Blank
的 比较 研究 Blank Blank
通路 在 多种 肿瘤 的
参与 调控 多 种 与 炎症
的 作用 尚 不 清楚 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 p65 siRNA
姜黄 素 能否 通过 阻断
， 并 将 两 种
方法 加以 比较 。 Blank
， 单独 或 联合 使用
h ， 或 联合 使用
显微镜 下 观察 各组 食管
Westernblot 结果 显示 ， 转染
Blank Blank 将 siRNA 转染
细胞凋亡 加以 比较 ， 结果
， 结果 发现 ， 与
姜黄 素 可 引起 细胞凋亡
引起 细胞凋亡 数 增加 （
时 ， 可 明显 提高
， 可 明显 提高 肿瘤
Blank Blank 结论 ： p65
素 都 可以 通过 阻断
小 ， 有望 成为 治疗
、 发展中 研究 的 不断
， 人们 发现 该 通路
Blank 本 研究 旨在 探讨
研究 旨在 探讨 PI3K 、
Blank Blank 结论 ： PI3K
的 表达 明显 增强 ，
的 表达 明显 下降 ，
下降 ， 可 作为 临床
作为 临床 判断 结直 肠癌
的 对比 研究 Blank Blank
） 的 研究 虽有 大量
研究 虽有 大量 文献 报道
虽有 大量 文献 报道 ， 但
， 但 研究 数据 仍
Blank 本 研究 旨在 探讨
研究 旨在 探讨 淋巴结 转移
HE 染色 观察 30 例
Blank Blank 部分 淋巴结 转移
组织 具有 相似 的 形态学
Blank Blank 结论 ： 结
SW 620 发现 EMT 特征
差异 ， 推测 是 由于
的 作用 研究 Blank Blank
） 在 多数 肿瘤 中
的 作用 尚 未 见 报道
未 见 报道 。 Blank
Blank 本 研究 旨在 检测
表达 ， 研究 HDAC5 基因
HDAC5 基因 过 表达 对
表达 ； 将 野生 型
中 ， 将 细胞 分为
MTT 方法 比较 3 组
HDAC5 基因 过 表达 对
相比 ， 约 71.4% （
蛋白 表达 明显 降低 ；
MTT 结果 显示 在 第2
实验 结果 显示 实验组 跨
19.4 ， 较 正常 对照组
实验 结果 显示 HDAC5 基因
HDAC5 基因 过 表达 后
愈合 程度 明显 降低 。
Blank Blank 结论 ： HDAC5
； 体外 过 表达 HDAC5
HDAC5 基因 可 抑制 NCI-H1299
， 有 多 种 方法 用于
Blank 本 研究 试用 DNA
图像 分析 研究 恶性 胸腹
测定 DNA 含量 ； 另
经 临床 证实 有 203
8 例 发现 1 ~
， 均 发现 有 非整倍体
3 个 或 3 个
146 例 可 见 异倍体 细胞
17 例 发现 核 异质
倍体 分析 发现 有 4
细胞 均 可 见 核 异质
Blank Blank 结论 ： 在
： 在 大多数 癌性 胸腹
中 均 可 见到 大于
分析 方法 可 用于 鉴别
诊断 癌性 或 炎性 胸腹
药效 机制 尚 不 明确 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 ELE 对人
MTT ） 观察 ELE 对
： ELE 能 抑制 HepG-2
Blank Blank 结论 ： ELE
： ELE 能够 抑制 HepG-2
及 活性 可能 是 其
重建 术 观察 Blank Blank
食管炎 和 严重 的 倾倒
情况 ， 严重 地 影响
Blank 积极 探索 一 种
Blank 本 研究 旨在 通过
变化 ， 探讨 连续 间
血淋巴 细胞 数 较 术前
细胞 数 较 术前 有所
Blank Blank 结论 ： 全
体外 实验 研究 Blank Blank
死亡 的 主要 原因 之一
Blank 本 研究 旨在 探讨
研究 旨在 探讨 姜 黄素
， 并 探讨 其 可能
探讨 其 可能 的 机制 。
实验 ， 观察 姜黄 素
迁移 能力 明显 降低 ；
表达 亦 明显 减弱 。
Blank Blank 结论 ： 姜黄
姜黄 素 能够 减弱 人
其 机制 可能 与 降低
中的 功能 研究 Blank Blank
目的 ： 最近 有 多
最近 有 多 项 研究 表明
多 项 研究 表明 ，
项 研究 表明 ， Med
基因 参与 多种 肿瘤 的
Blank 本 研究 旨在 探讨
研究 旨在 探讨 Med 19
用 realtime-PCR 验证 Med 19
效率 及 过 表达 效率
增殖 能力 较 阴性 对照组
增殖 能力 较 阴性 对照组
移植瘤 实验 显示 ， Med19-siRNA
质量 均 较 对照组 显著
Blank Blank 结论 ： Med
基因 沉默 可 显著 抑制
Blank Blank 过 表达 Med
19 基因 可 促进 Saos2
目的 ： 有 研究 表明 SonicHedgehog （
通路 参与 多种 肿瘤 的
， 本 研究 通过 检测
情况 ， 探讨 其 与
检测 结果 显示 Shh 、
检测 结果 显示 HCC 组织
Blank Blank 结论 ： Shh
表达 ， 可能 参与 了
的 防治 研究 提供 了
的 实验 依据 。 Blank
的 临床 研究 Blank Blank
一 种 最 常见 的 泌尿
虽然 特异度 较 高 ，
但是 敏感度 偏 低 。
和 肿瘤学 研究 领域 。
Blank 本 研究 旨在 评价
研究 旨在 评价 FISH 在
标准 ， 评估 FISH 诊断
结果 做 比较 。 Blank
Blank Blank 结论 ： 与
皮癌 具有 较 高 的
特异度 和 相似 的 特异度
敏感度 ， 可 作为 诊断
体内 实验 研究 Blank Blank
： 有 研究 提示 某些
有 研究 提示 某些 化疗
时 具有 一定 的 抗 血管
因此 本 研究 旨在 探讨
研究 旨在 探讨 小 剂量
10d ， 观察 用药 后
抑瘤 作用 明显 ， 0.2
检测 结果 显示 各 治疗
表达 也 明显 低于 阴性
Blank Blank 结论 ： 小
移植瘤 具有 一定 的 生长 抑制
； 同时 可 明显 抑制
同时 可 明显 抑制 肿瘤
MVD ， 推测 其抗 肿瘤
肿瘤 作用 可能 与 对
Blank 乳腺癌 研究 及 治疗
细胞 的 研究 进展 Blank
的 深入 研究 ， 乳腺癌
重视 ， 研究 表明 ，
， 研究 表明 ， 乳腺癌
更新 及 多 系 分化
中 起着 极 其 重要
Blank 深入 研究 乳腺癌 干
在 乳腺癌 研究 及 治疗
黏膜 VEGF 过 表达 是
表达 机制 尚 不 清楚 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 COX-2 对
影响 ， 揭示 H.pylori 感染
转移 的 部分 机制 。
后 ， 观察 H.pylori 对
的 表达 明显 上调 。
VEGFmRNA 表达 明显 降低 （
Blank Blank 结论 ： H.pylori
， 这 可能 是 H.pylori
目的 ： 研究 表明 蛋白
： 研究 表明 蛋白 激酶
激酶 Plk3 可以 增加 肿瘤
的 影响 尚 不 清楚 ， 因此
实验 旨在 研究 蛋白 激酶
的 方法 研究 蛋白 激酶
分析 结果 显示 ， 单独
p73 基因 可以 增加 p21WAF1
结果 也 显示 ， p73
实验 结果 显示 ， p73
Blank Blank 结论 ： Plk3
： Plk3 可以 抑制 p73
活性 无 明显 影响 。
肿瘤 的 研究 中 应用
中 应用 较为 广泛 ，
标记 方法 将 有利于 研究
将 有利于 研究 骨肉瘤 的
， 本 研究 拟建立 稳定
的 初步 研究 。 Blank
转 染法 将 EGFP 基因
Blank Blank 结论 ： 稳定
在 体内外 研究 的 方法
的 示踪 研究 提供 了
苦参 的 主要 有效 成分
亦 有 一定 提升 作用
作用 ， 研究 显示 氧化
， 研究 显示 氧化 苦参
苦参 碱 能 一定 程度
碱 能 一定 程度 杀伤 肿瘤
， 并 可 作为 辅助
Blank 本 研究 旨在 通过
旨在 通过 观察 氧化 苦参
影响 ， 探讨 氧化 苦参
采用 MTT法 观察 不同 浓度
作用 不 明显 （ P
， 但 当 其 质量
， 则 能 显著 抑制
Blank Blank 结论 ： 氧化
在 体外 能 显著 抑制
， 并 能 抑制 VEGF
表达 ， 提示 氧化 苦参
临床 试验 证实 ， 多
证实 ， 多 激酶 抑制剂
抑制剂 索拉非尼 在 一定 程度 上 能 延长
程度 上 能 延长 晚期
出现 的 各 种 不良 反应
不良 反应 在 一定 程度 上 会 影响
程度 上 会 影响 其
Blank 本 研究 使用 索拉非尼
后 淋巴结 或 肺 、
周 ， 观察 患者 不同
患者 符合 观察 标准 。
患者 均 能 继续 接受
Blank Blank 结论 ： 索拉非尼
从而 激活 或 抑制 转录
的 体内外 研究 Blank Blank
Fumagillin ） 可 特异性 抑制
治疗 作用 尚 不 十分 清楚 。
Blank 本 研究 旨在 探讨
研究 旨在 探讨 Fumagillin 对
方法 ： 将 WiDr 或
将 WiDr 或 HT-29 细胞
0.1mg/kg ） 或 Cyclo （
0.01mg/kg ） 或 Cyclo （
） ， 观察 其 对
做 进一步 验证 。 Blank
体外 实验 显示 ， Fumagillin
形成 受到 明显 抑制 ，
芯片 检测 显示 Fumagillin 处理
的 基因 多 与 细胞
印迹 技术 发现 Fumagillin 抑制
Blank Blank 结论 ： Fumagillin
和 Chk2 有望 成为 肿瘤
， Chk1/2 能否 作为 姜黄
增敏靶点 却 很 少 有
很 少 有 研究 报道 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 Chk1/2 小
影响 ， 评价 其 作为
姜黄 素 明显 抑制 细胞
均 无 明显 影响 。
Blank Blank 结论 ： Chk1siRNA
： Chk1siRNA 能 有效 提高
凋亡率 ， 提示 Chk1 可能
提示 Chk1 可能 作为 姜黄
中 ， 可 抑制 多
可 抑制 多 种 肿瘤 细胞
Blank 本 研究 将 UA
本 研究 将 UA 作用
细胞 ， 观察 其 对
， 并 探讨 其 可能
探讨 其 可能 的 作用 机制
； UA 能 诱导 BGC
其 还 可 上调 BGC
Blank Blank 结论 ： UA
凋亡 机制 可能 与 上调
表达 的 研究 Blank Blank
， 在 多 种 肿瘤 细胞
Blank 本 研究 旨在 探讨
研究 旨在 探讨 吉 西他
， 实验组 较 对照组 增加
h 组间 比较 ， 差异
h 组间 比较 ， 差异
Blank Blank 结论 ： GEM
： GEM 能 抑制 胰腺癌
GEM 作用 一定 时间 可
一定 时间 可 诱导 XIAP
， 从而 可能 参与 并使
生成 机制 尚 不 明确 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 甲状 腺癌
Blank Blank 结论 ： HPSE
易感性 的 研究 Blank Blank
传感器 ， 可以 通过 将
可以 通过 将 目标 蛋白
Blank 本 研究 旨在 探讨
研究 旨在 探讨 ATM 基因
的 比率 明显 低于 正常
的 风险 明显 低于 携带
Blank Blank 结论 ： ATM
合 状态 可能 是 发生
脑 转移 较 常见 ，
转移 较 常见 ， 预后
抑制剂 ， 多 应用于 治疗
Blank 本 研究 拟 探讨
研究 拟 探讨 吉非替尼 治疗
、 死亡 或 发生 不
发生 不 可 耐受 的
模型 进行 多 因素 分析
疗效 为 部分 缓解 5
疗效 为 部分 缓解 5
因素 分析 显示 生存 期
） ， 多 因素 分析
分析 则 显示 生存 期
转移 数目 接近 有 统计学
Blank Blank 结论 ： 吉非
转移 具有 一定 的 疗效 ，
患者 具有 较 好 的
Blank 吉非替尼 可以 作为 NSCLC
： 既往 研究 提示 ，
既往 研究 提示 ， 紫杉
重要 组成 部分 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 Bub1 短
表达 均 明显 下降 ，
检测 结果 提示 ， 转染
的 敏感性 明显 降低 ，
检测 结果 显示 ， 紫杉醇
细胞凋亡 率 明显 降低 （
Hoechst33342 染色 提示 ， 与
MI ） 明显 降低 ，
Blank Blank 结论 ： Bub1
的 下调 可 导致 人
， 为 研究 Bub1 基因
定位 的 研究 提供 了
药物 摄取 研究 Blank Blank
载体 有 很多 优点 ，
优点 ， 将 其 作为
本 文 研究 一 种
， 从而 探讨 该 纳米
纳米粒 ， 考察 了 载
， 定量 比较 了 MCF-7
共聚焦 显微镜 观察 方法 比较
观察 方法 比较 细胞 摄取
纳米 粒 可以 携带 药物
药物 未见 明显 的 核内
Blank Blank 结论 ： 磷酸钙
纳米 粒 可以 促进 乳腺癌
： 有 研究 提示 抑
有 研究 提示 抑 癌基因
表达 减少 或 缺失 ，
， 而 部分 肿瘤 内皮
的 机制 还 不 清楚 。 Blank
Blank 本 研究 通过 检测
， 以 探讨 其 临床
两 者 之间 的 相关性
的 表达 明显 降低 或
明显 降低 或 缺失 ，
的 表达 明显 高于 其
Blank Blank 结论 ： DKK3
和 转移 可能 有关 ，
有关 ， 可望 成为 一
关系 的 研究 Blank Blank
： 有 研究 发现 乳腺癌
有 研究 发现 乳腺癌 肿瘤
， 本 研究 旨在 通过
表达 ， 探讨 它们 之间
探讨 它们 之间 的 关系
和 Her-2 之间 的 关系
阳性 细胞 数 （ 39
的 MVD 明显 高于 Epo-R
表达 均 明显 相关 。
大小 均 明显 相关 （
Blank Blank 结论 ： 乳腺癌
有利于 正确 判断 乳腺癌 患者
药效 机制 尚 不 明确 。 Blank
Blank 本 研究 旨在 探讨
研究 旨在 探讨 华蟾 素
MTT ） 观察 华蟾 素
RT-PCR 检测 表明 ， 华蟾
素 注射液 可 下调 TOPO
表达 ， 表现 浓度 依赖
Blank Blank 结论 ： 华
蟾素 注射液 能够 抑制 HepG-2
及 活性 可能 为 机制
的 最新 研究 进展 Blank
中 有 过度 表达 ，
且 其 过度 表达 与
药物 联用 可以 明显 延长
联用 可以 明显 延长 患者
相关 最新 研究 进展 ，
信号 通路 过度 激活 、
、 Her-2 或 曲妥珠单抗 封闭
和 t-Darpp 过度 表达 、
27 ） 过度 表达 等
麻醉 是 近年 来 开 胸
胸 手术 常用 的 麻醉 方法
运用 ， 能 提供 良好
文 旨在 评价 肋间 神经
、 CO2 含量 以及 舒芬
以及 舒芬 太 尼 和
INB 组舒芬 太 尼 和
Blank Blank 结论 ： 在
手术 中 能 提供 较
能 提供 较 好 的
的 影响 较 小 。
Blank 本 研究 前期 的
工作 已经 证实 ， 蛋白酶
体 抑制剂 可以 有效 抑制
Blank 本 研究 旨在 探讨
研究 旨在 探讨 pshSTAT3 抑制
蛋白 表达 能否 增强 蛋白酶
检测 结果 显示 ， 联
组 相 比较 差异 均
检测 结果 显示 ， 联
细胞 出现 明显 的 凋亡峰
， 差异 极 有 统计学
检测 结果 显示 ， 经
蛋白 表达 明显 减弱 。
Blank Blank 结论 ： pshSTAT3
： pshSTAT3 可以 抑制 MG-132
叶酸 代谢 能 为 机体
Blank 本 研究 探讨 MS
本 研究 探讨 MS 基因
片段 长度 多 态性 （
0.17 ） 明显 低于 乳腺
2756AA 基因型 比较 ， 前者
MS 2756 多 态性 与
Blank Blank 结论 ： CHD5
MS 多态性 可能 通过 影响
通过 影响 部分 肿瘤 相关
目的 ： 近些年 的 研究
近些年 的 研究 发现 ，
的 研究 发现 ， Notch-1
Blank 本 研究 旨在 观察
研究 旨在 观察 靶向 Notch-1
为 载体 将 靶向 Notch-1
μL ， 观察 动物 的
Blank Blank 观察 20d 后
处死 后 观察 肿瘤 直径
与 对照组 之间 比较 均
对照组 之间 比较 均 有
组化 结果 显示 ： Notch-1
两 组 之间 的 比较
之间 的 比较 也 同样
Blank Blank 结论 ： 靶向
的 siRNA 可以 通过 有效
深入 的 研究 。 Blank
细胞 微核 含量 及 T细胞
的 临床 研究 Blank Blank
胸腹 水 多 为 中晚期 症状
Blank 本 研究 探讨 白介素
本 研究 探讨 白介素 -
， 以 预测 治疗 的
二 步法 观察 T细胞 免疫
Giemsa-Wright 染色 观察 PFLMNF 。
后患者 中 明显 减低 。
Blank Blank 结论 ： 白介素
- 2 可以 上 调人
表达 ， 提示 IL-2 对
治疗 具有 一定 的 应用 价值
Ebp1 是 近年 发现 的
是 近年 发现 的 一
胞 内 近 膜 区
Blank 本 研究 旨在 探讨
研究 旨在 探讨 人 贲门癌
和 癌旁 至少 5 cm
因素 分析 显示 ， 与
的 表达 高度 相关 的
Blank Blank 多 因素 分析
因素 分析 显示 ， 年龄
Blank Blank 结论 ： Ebp1
作用 ， 可 作为 贲门
及 预后 评估 方面 的
） 是 近期 研究 较
是 近期 研究 较 多
近期 研究 较 多 的 一 种
， 在 多 种 实体 瘤如
Blank 本 研究 旨在 探讨
研究 旨在 探讨 STAT3 短
抑制 率 明显 增加 ，
SKOV3 组 比较 ， 细胞
SKOV3NS 组 比较 ， SKOV3siRNA
细胞凋亡 率 明显 增加 ，
SKOV3 组 比较 ， 细胞凋亡
SKOV3NS 组 比较 ， SKOV3siRNA
表达 水平 明显 降低 ，
组 细胞 比较 ， STAT3mRNA
SKOV3NS 组 比较 ， SKOV3siRNA
蛋白 表达 明显 降低 ，
SKOV3 组 比较 ， 细胞
Blank Blank 结论 ： 针对
表达 载体 能 有效 地
体外 实验 研究 Blank Blank
肺癌 中 高度 表达 并且
不 是 很 清楚 。
实验 旨在 研究 Gefitinib 、
， 并 探讨 其 相应
细胞 技术 观察 细胞凋亡 状况
生长 抑制率 大概 为 30%
抑制 率 能够 达到 50%
率 降低 约为 18% 、
蛋白 量 较 对照组 明显
较 对照组 明显 下降 。
Blank Blank 结论 ： Gefitinib
和 Cetuximab 能够 抑制 肺癌
作用 ， 提示 两 药
肺癌 治疗 可能 具有 很
可能 具有 很 大 的 潜力 。
病例 对照 研究 Blank Blank
胃癌 早期 发现 率 较
发现 率 较 低 ，
总体 疗效 较 差 。
Blank 本 研究 采用 对照
采用 对照 研究 ， 旨
旨 在 探讨 术前 动脉
不愿 接受 或 全身 情况
Blank Blank 观察 动脉 介入
不良 反应 主要 是 胃肠道
Blank Blank 结论 ： 术前
介入 化疗 能 提高 进
组 无 严重 不良 反应
和 细胞 之间 的 相互
迁移 等 多 种 功能 ，
价值 ， 可 用于 临床
治疗 后 观察 。 Blank
本 文 主要 针对 现有
靶向 治疗 研究 进展 Blank
肺癌 疗效 似 已 达到
， 成为 很 有 潜力 的
应用 中 显示 出 良好
与 其他 多 种 靶向 药物
的 临床 研究 进展 一
人乳 腺癌 多 药 耐药
目的 ： 多 药 耐药
失败 的 主要 原因 ，
MDR 的 主要 机制 之一
因此 研制 能 抑制 P-gp
是 目前 研究 的 热点
Blank 本 研究 旨在 研究
研究 旨在 研究 PHⅡ-7 对
人乳 腺癌 多 药 耐药
PHⅡ-7 、 多 柔比星 （
PHⅡ-7 对 多 药 耐
联合 应用 能 增强 其
Blank PHⅡ-7 可 诱导 MCF-7
， PHⅡ-7 可 降低 MCF-7/ADR
Blank Blank 结论 ： PHⅡ-7
： PHⅡ-7 可 诱导 MCF-7/ADR
Blank PHⅡ-7 可 通过 抑制
细胞 的 研究 Blank Blank
已 有 研究 证实 ，
有 研究 证实 ， 悬浮
Blank 本 研究 旨在 通过
球 ， 观察 其 在
裸鼠 ， 比较 肿瘤 细胞
RT-PCR 法 比较 肿瘤 细胞
后仍 保持 很 强 的 自我 更新
14 d 可 形成 移植瘤
荧光 检测 证实 肿瘤 细胞
Blank Blank 结论 ： 体外
， 其 主要 参与 细胞
过程 ， 研究 表明 cortactin
， 研究 表明 cortactin 与
， 本 研究 旨在 探讨
研究 旨在 探讨 siRNA （
Hep-2 细胞 比较 ， pSilencer
中 cortactin 含量 为 11.22%
Blank Blank 结论 ： cortactin
表达 下调 能 抑制 喉癌
已 在 多 种 人类 肿瘤
肿瘤 中 发现 蛋白 4.1
Blank 本 研究 旨在 通过
定位 ， 探讨 蛋白 4.1
转移 能力 之间 的 关系
量 均 明显 高于 在
表达 量 明显 低于 在
表达 则 几乎 检测 不到
不到 ， 提示 4.1N 表达
表达 下调 或 缺失 与
中 均 主要 定位 于
中 ， 提示 蛋白 4.1
的 改变 可能 是 乳腺癌
Blank Blank 结论 ： 4.1N
机制 目前 尚 不 十分 清楚 ，
， 本 研究 旨在 探讨
研究 旨在 探讨 活性氧 （
荧光 显微镜 观察 MGC 803
： EGCG 可 诱导 MGC
的 作用 明显 减弱 ，
Blank Blank 结论 ： EGCG
： EGCG 可 诱导 MGC
该 作用 可 被 NAC
抑制 ， 提示 EGCG 诱导
预后 因子 研究 的 不断
应用 ， 能 更 有效
准确 地 估计 患者 的
研 旨在 探讨 究环 氧化酶
模型 ， 观察 正常 组织
及 组织学 显示 肿瘤 细胞
两 两 比较 差别 均
Blank Blank 结论 ： 乳腺癌
COX-2 蛋白 可 促进 肿瘤
多态性 的 研究 证实 ，
的 研究 证实 ， 华南
间 具有 相近 的 母系
mtDNAD 单倍群 可能 是 一
Blank 本 研究 旨在 mtDNA
） 找出 可能 增加 潮汕
多样性 分析 显示 ， 潮汕
